Density (⟨k⟩),Degree Variance,Average Neighbor Degree (⟨kn⟩),Neighbor Degree Variance,Average Clustering Coefficient (⟨C⟩),Clustering Coefficient Variance,Degree Correlation (r),Number of Modules (μ),Average Node Betweenness (⟨wn⟩),Node Betweenness Variance,Average Edge Betweenness (⟨we⟩),Edge Betweenness Variance,Average Closeness (⟨cl⟩),Closeness Variance,Average Path Length (⟨l⟩),Diameter (d),Distance Distribution Mean (⟨dd⟩),Distance Distribution Variance,3-loops (l3),4-Cliques (c4),4-Stars (s4),Graph Energy (G),Average EigenCentrality (⟨eC⟩),EigenCentrality Variance,Algebraic Connectivity (a),Degree Correlation Elasticity (|rmax - rmin|),Rich Club Metric (⟨rc⟩),Rich Club Variance,s-metric/smax,s-metric Elasticity (|smax - smin|),graph_structure,graph_id,node_count,TSNE1,TSNE2,Cluster,DistanceToCentroid,PC1,PC2,PC3
0.666667,0.0123457,0.68881,0.00105101,0.599048,0.00656145,-0.2,0.2,0.0416667,0.000467421,0.0444444,7.3946e-05,0.755335,0.00416722,0.148148,0.222222,0.133333,0.00444444,0.258333,0.0238095,1.07143,0.564987,0.312791,0.00216184,3.60928,0.308571,1.00819,0.000690093,0.995614,0.00789474,"[0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0]",8560,10,60.7837,19.1585,8,6.14364,5.25909,0.721514,-1.1275
0.266667,0.0103704,0.328704,0.00523405,0.166667,0.0944444,-0.575758,0.2,0.152778,0.0262346,0.185185,0.00644719,0.461917,0.00579375,0.246914,0.444444,0.222222,0.0158025,0.00833333,0,0.0380952,0.398746,0.293675,0.0137552,0.390838,1.21212,1.0057,0.000110074,0.905263,0.105263,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0]",8561,10,-10.5028,-17.9043,0,11.9006,-3.65992,0.0477776,-0.617124
0.377778,0.0301235,0.502778,0.0120722,0.313333,0.0980444,-0.520924,0.2,0.0888889,0.0142466,0.100654,0.00131118,0.597132,0.00787894,0.190123,0.333333,0.171111,0.00751111,0.0416667,0,0.242857,0.456885,0.297978,0.011209,0.898499,0.441558,0.984752,0.00416946,0.940141,0.0633803,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0]",8562,10,8.00905,10.5737,2,11.4734,-0.00950571,-0.00407952,2.50646
0.422222,0.00938272,0.445556,0.000680521,0.276667,0.0382333,-0.0666667,0.2,0.0861111,0.00410001,0.0888889,0.000770341,0.599993,0.00487359,0.187654,0.333333,0.168889,0.00801975,0.0416667,0,0.204762,0.484274,0.308167,0.00503299,1.24205,0.6,1.01042,0.00440468,0.990196,0.0294118,"[0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0]",8563,10,17.884,-32.5806,0,22.5358,0.995386,1.7781,-1.47192
0.355556,0.0167901,0.417037,0.00262812,0.513333,0.0982667,-0.333333,0.2,0.113889,0.0183265,0.119444,0.00403378,0.536926,0.00748324,0.212346,0.333333,0.191111,0.010884,0.05,0,0.133333,0.447409,0.300961,0.00942268,0.634517,0.888889,0.98805,0.000147685,0.9447,0.0645161,"[0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]",8564,10,-1.62982,-18.2773,0,3.18378,-0.805836,0.630135,0.204871
0.6,0.0301235,0.66045,0.00188756,0.642857,0.0257687,-0.216013,0.3,0.05,0.00228121,0.0518519,0.00035393,0.724507,0.00688911,0.155556,0.222222,0.14,0.00484444,0.216667,0.0380952,0.871429,0.530585,0.305674,0.00656369,1.83579,0.427857,1.00782,0.000721423,0.988121,0.0205184,"[0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0]",8565,10,15.768,46.8682,5,20.0505,4.03754,0.966261,1.05108
0.377778,0.0153086,0.432963,0.00338052,0.233333,0.0391111,-0.307692,0.2,0.0944444,0.00846176,0.103268,0.00134825,0.580237,0.00585442,0.195062,0.333333,0.175556,0.00843951,0.0333333,0,0.157143,0.480546,0.303366,0.00796924,0.816459,0.809524,1.09084,0.0286138,0.971193,0.0534979,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0]",8566,10,9.24202,-29.801,0,14.8222,-0.0363433,1.41596,-0.480833
0.666667,0.00987654,0.684974,0.000672725,0.618571,0.00498163,-0.235795,0.2,0.0416667,0.000439729,0.0444444,3.36626e-05,0.754196,0.00317326,0.148148,0.222222,0.133333,0.00444444,0.258333,0.0333333,1.04762,0.563354,0.313844,0.00150173,3.83872,0.298295,0.992428,0.000143401,0.995567,0.00620567,"[0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0]",8567,10,67.7586,19.9312,8,12.4269,5.46335,0.778852,-1.48406
0.8,0.014321,0.820886,0.000641399,0.806667,0.00295102,-0.174764,0.2,0.025,0.000182527,0.0333333,2.95512e-05,0.841503,0.00681945,0.133333,0.222222,0.12,0.00337778,0.508333,0.0190476,2.00952,0.585099,0.313479,0.00173113,4.65511,0,0,0,0,0,"[0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0]",8568,10,41.85,-62.0567,4,3.47812,8.09733,-4.9587,-1.58855
0.822222,0.00790123,0.833752,0.000472795,0.804921,0.00193673,-0.19621,0.2,0.0222222,9.22147e-05,0.0318318,2.00835e-05,0.854091,0.00448946,0.130864,0.222222,0.117778,0.00316543,0.533333,0.0047619,2.12857,0.578399,0.314899,0.000838747,5.43845,0,0,0,0,0,"[0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0]",8569,10,36.796,-59.141,4,2.57279,8.25758,-5.13224,-2.56818
0.355556,0.0291358,0.456481,0.00833419,0.383333,0.0789444,-0.252446,0.3,0.111111,0.0169762,0.118056,0.00250992,0.550349,0.0116856,0.209877,0.444444,0.188889,0.0109877,0.05,0,0.195238,0.447593,0.289836,0.0159949,0.640664,0.563601,1.02699,0.00131951,0.963855,0.0722892,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0]",8570,10,-10.3649,22.6163,9,16.1764,-1.34894,0.128332,2.39155
0.377778,0.0325926,0.479259,0.00832222,0.376667,0.104456,-0.17029,0.3,0.102778,0.0115989,0.10719,0.00285721,0.568871,0.0105203,0.202469,0.444444,0.182222,0.0102519,0.075,0.00952381,0.238095,0.457891,0.281884,0.0205415,0.684362,0.73913,1.0594,0.0110375,0.97,0.08,"[0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0]",8571,10,-10.8029,23.7539,9,15.9702,-1.2845,0.423322,2.56724
0.644444,0.0414815,0.736045,0.00848087,0.738333,0.0228236,-0.46646,0.2,0.0444444,0.0030585,0.0467433,0.000322649,0.753458,0.0112293,0.150617,0.222222,0.135556,0.00458765,0.291667,0.00952381,1.19048,0.541133,0.305817,0.00647627,1.95077,0.299278,0.978567,0.00218446,0.97954,0.0170503,"[0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0]",8572,10,32.0504,22.3549,2,19.0673,4.49378,-0.665877,3.30839
0.488889,0.0177778,0.533995,0.00369147,0.408095,0.0329707,-0.231144,0.2,0.0666667,0.00340116,0.069697,0.000357724,0.658906,0.00494349,0.17037,0.333333,0.153333,0.0058716,0.0916667,0.0047619,0.414286,0.516207,0.307035,0.0057298,1.90215,0.374696,1.03339,0.00298426,0.98773,0.0286299,"[0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0]",8573,10,35.8654,-18.74,7,6.07757,2.28016,1.16311,-0.240744
0.333333,0.0271605,0.45,0.00960562,0.246667,0.102044,-0.422414,0.3,0.111111,0.0202032,0.125926,0.00231824,0.547429,0.00980995,0.209877,0.444444,0.188889,0.0104938,0.025,0,0.161905,0.433187,0.293573,0.0138151,0.705803,0.614224,0.95234,0.00365876,0.92891,0.0900474,"[0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]",8574,10,-12.4295,16.6961,9,14.2994,-1.69616,-0.107139,2.17031
0.266667,0.0103704,0.318519,0.00377572,0.15,0.0913889,-0.244444,0.3,0.147222,0.0236317,0.181481,0.0039369,0.469031,0.00521497,0.241975,0.444444,0.217778,0.0143012,0.00833333,0,0.0428571,0.418495,0.29341,0.0139104,0.576648,0.888889,1.19444,0.0763889,0.956522,0.108696,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",8575,10,-33.4567,16.8608,9,7.79774,-3.47223,0.942214,-0.992022
0.288889,0.0103704,0.335185,0.00213992,0.166667,0.0944444,-0.209302,0.3,0.130556,0.0183591,0.157265,0.00316897,0.500925,0.00646888,0.22716,0.444444,0.204444,0.0120296,0.00833333,0,0.052381,0.441416,0.300372,0.00977672,0.597386,0.806202,1.16338,0.0844623,0.964602,0.0707965,"[0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]",8576,10,-32.1597,29.2629,9,10.9138,-2.38482,1.27834,-0.960383
0.688889,0.0241975,0.734934,0.00291422,0.719524,0.0109317,-0.293795,0.2,0.0388889,0.000751629,0.0422939,5.7077e-05,0.773796,0.0087951,0.145679,0.222222,0.131111,0.00429136,0.325,0.0333333,1.31905,0.568095,0.31125,0.00312368,3.62167,0.238331,1.00111,0.000544656,0.993879,0.0107116,"[0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0]",8577,10,49.3234,22.617,8,6.2657,5.76109,-0.0722971,0.890503
0.8,0.00938272,0.813955,0.000451245,0.785714,0.0016678,-0.187197,0.2,0.025,0.0001171,0.0333333,1.68507e-05,0.839091,0.00513719,0.133333,0.222222,0.12,0.00337778,0.491667,0.00952381,1.95714,0.590968,0.314569,0.00104652,5.27852,0,1,0,1.00052,0,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0]",8578,10,57.8992,38.6383,8,16.368,7.2939,-0.730926,-1.27991
0.266667,0.0128395,0.312963,0.00476337,0.15,0.0469444,0.0571429,0.2,0.169444,0.0303935,0.196296,0.0080727,0.443469,0.00851204,0.261728,0.555556,0.235556,0.020563,0.0166667,0,0.047619,0.428087,0.27521,0.0242597,0.30679,1.02857,1.19113,0.0381677,0.97,0.12,"[0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0]",8579,10,-49.6729,9.18376,1,11.1016,-4.71352,0.322519,-0.695934
0.266667,0.0054321,0.292593,0.00197531,0.1,0.0233333,-0.276596,0.2,0.163889,0.00901578,0.192593,0.00438043,0.439093,0.00238873,0.25679,0.555556,0.231111,0.0181926,0.00833333,0,0.0238095,0.402752,0.281592,0.0207058,0.397739,0.765957,0.979167,0.000868056,0.975309,0.037037,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0]",8580,10,-20.6335,-17.6071,0,22.0156,-3.44374,0.686963,-2.46805
0.577778,0.0167901,0.609153,0.001612,0.572857,0.0114243,-0.116162,0.2,0.0527778,0.00138803,0.0547009,0.000241487,0.708851,0.00398325,0.158025,0.222222,0.142222,0.00495802,0.183333,0.0047619,0.685714,0.562095,0.307888,0.00520484,2.38075,0.492424,1.01833,0.000959063,0.991014,0.0192555,"[0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0]",8581,10,60.1401,-0.417218,8,23.301,3.75232,1.21934,-0.842114
0.377778,0.022716,0.466667,0.00890261,0.203333,0.0458778,-0.382114,0.2,0.0916667,0.0113203,0.101961,0.00118312,0.589399,0.0074199,0.192593,0.333333,0.173333,0.00798025,0.0333333,0,0.2,0.459881,0.299621,0.0102272,0.905678,0.656504,1.05028,0.00415256,0.951128,0.0714286,"[0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",8582,10,6.89239,-6.65149,0,11.9347,-0.176405,0.700099,1.09556
0.333333,0.00740741,0.360741,0.0025904,0.586667,0.0709333,-0.22807,0.2,0.152778,0.0454218,0.148148,0.0151221,0.464629,0.00702872,0.246914,0.555556,0.222222,0.0192593,0.0416667,0,0.0809524,0.465296,0.292487,0.0144515,0.268355,0.438596,0.996997,1.80361e-05,0.980519,0.0324675,"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",8583,10,-23.2799,-9.86013,6,21.7536,-2.59538,-0.558956,-0.997251
0.844444,0.00790123,0.856195,0.000560138,0.834603,0.00174165,-0.249433,0.2,0.0194444,8.02548e-05,0.0304094,1.07552e-05,0.870455,0.00438533,0.128395,0.222222,0.115556,0.00294321,0.583333,0,2.32857,0.548232,0.315078,0.00072572,5.58579,0,0,0,0,0,"[0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0]",8584,10,36.1556,-57.6654,4,4.12907,8.41905,-5.49481,-2.54567
0.466667,0.0217284,0.520582,0.00153088,0.412857,0.0284719,-0.159348,0.2,0.0722222,0.00287397,0.0751323,0.000274587,0.6445,0.00702448,0.175309,0.333333,0.157778,0.0064642,0.0916667,0.0047619,0.37619,0.53061,0.303731,0.00774742,1.73021,0.474279,1.00676,0.000479458,0.991031,0.0403587,"[0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0]",8585,10,30.5762,-6.39118,7,10.5628,1.97897,1.19384,0.126162
0.422222,0.0167901,0.475556,0.00472277,0.286667,0.0373778,-0.319444,0.2,0.075,0.00387217,0.0842105,0.000389275,0.631224,0.00398544,0.177778,0.333333,0.16,0.00600494,0.05,0,0.247619,0.483117,0.304619,0.00720709,1.59487,0.603175,0.966434,0.00170962,0.969697,0.0484848,"[0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0]",8586,10,24.0527,-27.0682,7,20.0093,1.14108,1.16674,-0.423965
