Density (⟨k⟩),Degree Variance,Average Neighbor Degree (⟨kn⟩),Neighbor Degree Variance,Average Clustering Coefficient (⟨C⟩),Clustering Coefficient Variance,Degree Correlation (r),Number of Modules (μ),Average Node Betweenness (⟨wn⟩),Node Betweenness Variance,Average Edge Betweenness (⟨we⟩),Edge Betweenness Variance,Average Closeness (⟨cl⟩),Closeness Variance,Average Path Length (⟨l⟩),Diameter (d),Distance Distribution Mean (⟨dd⟩),Distance Distribution Variance,3-loops (l3),4-Cliques (c4),4-Stars (s4),Graph Energy (G),Average EigenCentrality (⟨eC⟩),EigenCentrality Variance,Algebraic Connectivity (a),Degree Correlation Elasticity (|rmax - rmin|),Rich Club Metric (⟨rc⟩),Rich Club Variance,s-metric/smax,s-metric Elasticity (|smax - smin|),graph_structure,graph_id,node_count,TSNE1,TSNE2,Cluster,DistanceToCentroid,Degree Correlation Elasticity (|rmax - rmin|)_CL,Rich Club Metric (⟨rc⟩)_CL,Rich Club Variance_CL,s-metric/smax_CL,s-metric Elasticity (|smax - smin|)_CL,TSNE1_new,TSNE2_new,PC1,PC2,PC3,PC4
0.2222222222222222,0.009876543,0.2777777777777778,0.002537723,0.1666666666666666,0.094444444,-0.25,0.3,0.2166666666666666,0.063240741,0.2733333333333333,0.023116049,0.3819090791819119,0.006450267,0.3037037037037037,0.6666666666666666,0.2733333333333334,0.028251852,0.008333333,0,0.019047619,0.3882509480121431,0.2731187409094606,0.025406153,0.1755335691593248,1.250000000000004,0.9820009350163628,0.000180424,0.9032258064516128,0.1290322580645161,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",5000,10,-53.30089,-13.450965,6,9.286788940429688,0.8680952380952383,1.1265167397242868,0.000121731,0.16766467065868262,0.9850299401197605,-58.64705,-5.3009396,-7.460723323,-0.784898352,0.5902673831738416,2.877835685
0.5333333333333333,0.024197531,0.5903174603174601,0.004370317,0.489047619,0.017047846,-0.271937446,0.2,0.061111111,0.002778528,0.062037037,0.000277063,0.6819193306693306,0.007271998,0.1654320987654321,0.3333333333333333,0.1488888888888888,0.005733333,0.1333333333333333,0.00952381,0.5904761904761905,0.5046185806621184,0.3064728114073499,0.006074416,2.201145796482285,0.4587315377932233,0.9966939763985656,0.010852352,0.9860896445131376,0.034003091,"[0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0]",5001,10,31.853876,-1.92113,7,13.209829330444336,0.4342151473396096,1.0621699397462334,0.021921693,0.5968194574368568,0.8755846585594013,28.302156,-21.547657,3.0470838338025623,0.4453337744156059,-0.4768926,-0.497891422
0.2222222222222222,0.014814815,0.3111111111111111,0.006090535,0,0,-0.315789474,0.4,0.1833333333333333,0.037492284,0.2466666666666666,0.002661728,0.4239273987294777,0.007976917,0.2740740740740741,0.5555555555555556,0.2466666666666666,0.020390123,0,0,0.033333333,0.3624500419373896,0.2824009868276073,0.020249683,0.3111492705373241,1.0526315789473673,1.005611672278339,0.00455232,0.8767123287671232,0.1643835616438356,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",5002,10,-68.49808,14.745805,1,8.565323829650879,0.779623824,1.1809540209385228,0.004061668,0.2612244897959184,0.9918367346938776,-56.812405,34.163963,-5.416144938,-0.451867586,0.5640401334386459,0.10408992848623157
0.4,0.015308642,0.4429629629629629,0.003638409,0.2066666666666666,0.037511111,-0.103064067,0.3,0.083333333,0.003562243,0.092592593,0.000689681,0.6083960892049128,0.00499023,0.1851851851851852,0.3333333333333333,0.1666666666666666,0.007037037,0.041666667,0,0.1952380952380952,0.4851646738473456,0.2986572196899554,0.010803865,1.4483211354356065,0.802228412,1.022823984526112,0.0101411,0.975438596,0.056140351,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0]",5003,10,-19.813097,47.75887,5,16.136394500732422,0.631768698,1.1407227399092408,0.016723996639700676,0.43302180685358255,0.9548286604361371,-3.7156506,47.815815,0.19988856857540188,-1.065671358,0.8124838243874936,-1.534707695
0.7555555555555555,0.00691358,0.7677248677248676,0.000754178,0.7342857142857142,0.003559184,-0.331325301,0.2,0.030555556,0.000281593,0.036601307,8.960466297388e-06,0.8072727272727273,0.003079339,0.1382716049382716,0.2222222222222222,0.1244444444444444,0.00377284,0.4,0.1142857142857142,1.5809523809523809,0.5945417290086604,0.3151572931347906,0.000675881,4.763932022500214,0.2048192771084322,0.8638743455497375,0.1074600476960608,0.9968924798011188,0.002486016,"[0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0]",5004,10,77.57261,26.4661,8,22.352718353271484,0.285745501,0.9610070763785562,0.13300926152065612,0.6995202791103358,0.8089838639337112,77.72801,-7.3802485,7.997878342904212,-1.778668557,-2.652370517,2.4651247023906184
0.9111111111111112,0.004444444,0.9167989417989416,0.000149375,0.9000000000000001,0.000222978,-0.167504188,0.1,0.011111111,9.507275132275133e-06,0.026558266,5.933102304309917e-06,0.921818182,0.003193388,0.1209876543209876,0.2222222222222222,0.1088888888888889,0.002217284,0.7416666666666667,0,2.966666666666667,0.545804235,0.3155950474416052,0.000399766,7,0,0,0,0,0,"[0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0]",5005,10,26.776535,-66.77023,4,13.06318473815918,0.21696548518767533,1.101155482769239,0.000987357,0.86621033,0.6334785314250155,89.10985,18.01243,9.984059092529591,-1.599788606,-1.1109215,4.622082783966872
0.2222222222222222,0.014814815,0.3444444444444444,0.010524691,0.2166666666666666,0.1558333333333333,-0.805555556,0.2,0.225,0.07599537,0.28,0.031723457,0.3688747731397458,0.004730272,0.3111111111111111,0.5555555555555556,0.2799999999999999,0.031723457,0.008333333,0,0.038095238,0.3534319641859783,0.2684086203703482,0.027956813,0.1442274933640115,0.972222222,0.4906417112299464,0.2409044439360574,0.8,0.2,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]",5006,10,-51.697227,-29.913881,6,16.134876251220703,0.8403985986250655,0.5758178603006188,0.3315686512487481,0.2204724409448819,0.9763779527559056,-46.511497,-47.37757,-8.426948574,0.762874834,-6.788765707,3.3110462925330895
0.2222222222222222,0.012345679,0.3074074074074074,0.006392318,0.15,0.091388889,-0.523809524,0.2,0.2333333333333333,0.064537037,0.2866666666666667,0.027204938,0.3630977728411939,0.005282501,0.3185185185185185,0.6666666666666666,0.2866666666666666,0.034612346,0.008333333,0,0.028571429,0.3627855445412553,0.258037456,0.033416671,0.1453852833466863,0.9523809523809524,0.8248960626069941,0.047627498,0.890625,0.15625,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]",5007,10,-54.83392,-17.425465,6,10.72709846496582,0.9062872975277061,0.9639249639249639,0.064033449,0.19791666666666666,0.9826388888888888,-64.75853,-9.950275,-8.496149783,-0.026065128,-1.690226171,3.8106765745465077
0.2222222222222222,0.007407407,0.2592592592592593,0.002743484,0,0,-0.176470588,0.3,0.1972222222222222,0.027384259,0.2577777777777778,0.004167901,0.4060993642511897,0.007118667,0.2864197530864197,0.5555555555555556,0.2577777777777778,0.02342716,0,0,0.014285714,0.3909556169162381,0.2889042041289019,0.016534361,0.2840629917180062,0.9803921568627432,0.8497150997150996,0.037336345,0.9454545454545454,0.090909091,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]",5008,10,-57.767254,16.708904,1,4.484241962432861,0.9081340956340945,1.0029652085598066,0.034392228732819025,0.22317596566523606,0.9914163090128756,-58.0593,41.268143,-5.436197202,-1.966578013,-0.364132819,0.20742762629755992
0.3111111111111111,0.014320988,0.3675925925925926,0.0024357,0.3333333333333333,0.1333333333333333,-0.197860963,0.3,0.1194444444444444,0.013185014,0.1396825396825396,0.001946754,0.5234085380563709,0.006475754,0.2172839506172839,0.3333333333333333,0.1955555555555555,0.010646914,0.025,0,0.080952381,0.4551761229469592,0.2928261528708326,0.014252844,0.7293738542437027,1.048128342245988,1.0072394741855597,0.000252486,0.9466666666666668,0.093333333,"[0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0]",5009,10,-28.815403,25.369133,9,5.884005069732666,0.7799651054133194,1.1501290826128723,0.00028113,0.2915811088295688,0.973305955,-17.36221,32.63196,-1.939737909,-0.308225615,1.1296099942520164,-1.265688729
