Density (⟨k⟩),Degree Variance,Average Neighbor Degree (⟨kn⟩),Neighbor Degree Variance,Average Clustering Coefficient (⟨C⟩),Clustering Coefficient Variance,Degree Correlation (r),Number of Modules (μ),Average Node Betweenness (⟨wn⟩),Node Betweenness Variance,Average Edge Betweenness (⟨we⟩),Edge Betweenness Variance,Average Closeness (⟨cl⟩),Closeness Variance,Average Path Length (⟨l⟩),Diameter (d),Distance Distribution Mean (⟨dd⟩),Distance Distribution Variance,3-loops (l3),4-Cliques (c4),4-Stars (s4),Graph Energy (G),Average EigenCentrality (⟨eC⟩),EigenCentrality Variance,Algebraic Connectivity (a),Degree Correlation Elasticity (|rmax - rmin|),Rich Club Metric (⟨rc⟩),Rich Club Variance,s-metric/smax,s-metric Elasticity (|smax - smin|),graph_structure,graph_id,node_count,TSNE1,TSNE2,Cluster,DistanceToCentroid,Degree Correlation Elasticity (|rmax - rmin|)_CL,Rich Club Metric (⟨rc⟩)_CL,Rich Club Variance_CL,s-metric/smax_CL,s-metric Elasticity (|smax - smin|)_CL,TSNE1_new,TSNE2_new,PC1,PC2,PC3,PC4
0.4,0.020246914,0.4575925925925926,0.00176094,0.35,0.075388889,-0.214076246,0.2,0.088888889,0.007453704,0.095061728,0.001732968,0.5976689486983605,0.006673877,0.1901234567901234,0.3333333333333333,0.1711111111111111,0.008004938,0.058333333,0.004761905,0.2095238095238095,0.4832896025901935,0.2993515330329785,0.01038866,0.7625436952613669,0.686217009,0.969528033,0.001427055,0.9798657718120806,0.043624161,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0]",5010,10,14.140126,-14.580208,0,13.03464126586914,0.5529191529634274,1.0857674584189294,0.004581364,0.45625,0.94375,6.2243047,-24.879534,0.47371601217517173,-0.043645307,0.4034266804520701,-1.175009948
0.4444444444444444,0.024691358,0.5234656084656085,0.007403293,0.4104761904761904,0.024511565,-0.44,0.2,0.072222222,0.009492455,0.078888889,0.000774623,0.6428346653346654,0.006492516,0.1753086419753086,0.3333333333333333,0.1577777777777778,0.00597037,0.066666667,0,0.3571428571428571,0.4792794993188156,0.3058229561442783,0.006472319,1.4877308937127554,0.2399999999999999,0.8006189213085763,0.1359877685451635,0.9696202531645568,0.030379747,"[0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0]",5011,10,-2.0963125,-57.108833,3,14.530210494995115,0.5873149237745707,0.880279796,0.17303883899416117,0.48542458808618505,0.8884664131812421,-11.44891,-68.18049,1.2878092424189034,0.47700715125971166,-3.099948964,-1.352542254
0.3111111111111111,0.004444444,0.3222222222222222,0.001042524,0.083333333,0.018055556,0.1884057971014448,0.2,0.1416666666666666,0.012539438,0.1523809523809523,0.004191372,0.4788359653201826,0.004807391,0.237037037,0.4444444444444444,0.2133333333333333,0.015723457,0.008333333,0,0.047619048,0.4242055320911777,0.2994389061998725,0.010336341,0.4668252431676731,1.0144927536231825,1.0252324037184597,0.001273348,0.9918032786885246,0.040983607,"[0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",5012,10,-10.65288,-30.701344,0,18.057416915893555,0.7480669152238915,1.1503365126553533,0.002248173,0.24897119341563786,0.9609053497942387,-21.689716,-29.485542,-2.39719563,-2.928466385,1.5464610553047586,-0.491763429
0.2222222222222222,0.027160494,0.4111111111111111,0.036406036,0.1399999999999999,0.091955556,-0.503759398,0.3,0.1638888888888889,0.063032407,0.2311111111111111,0.010093827,0.4556630430972536,0.011327172,0.2567901234567901,0.5555555555555556,0.231111111,0.017204938,0.008333333,0,0.1,0.3462034599263351,0.2726019910134561,0.025688154,0.2869862177145188,0.3508771929824568,1.0162037037037035,0.00515475,0.9382716049382716,0.1728395061728395,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0]",5013,10,-38.587704,-29.27905,6,14.816720008850098,0.7884848484848472,1.1616730847500079,0.001286527,0.40860215053763443,0.9731182795698925,-43.001575,-18.77282,-5.920613159,5.0970174264300585,-0.905024011,1.0187263173731236
0.2222222222222222,0.007407407,0.2740740740740741,0.003004115,0,0,-0.568627451,0.4,0.1833333333333333,0.022253086,0.2466666666666666,0.002908642,0.4145037418721629,0.003575408,0.2740740740740741,0.5555555555555556,0.2466666666666666,0.019402469,0,0,0.014285714,0.3730512113932074,0.3021657702741859,0.008695847,0.3668062139692072,1.372549019607841,0.8762879700254246,0.028334477,0.8928571428571429,0.125,"[0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",5014,10,-64.51866,22.44173,1,10.500869750976562,0.9081340956340945,1.002965208559807,0.034392229,0.2145922746781116,0.9914163090128756,-55.639965,47.19996,-4.90836233,-2.445869073,-1.764652618,-0.993513212
0.2666666666666666,0.012839506,0.3229629629629629,0.00602963,0.2866666666666667,0.1662666666666666,-0.188679245,0.3,0.1527777777777777,0.037384259,0.1851851851851852,0.009183813,0.4621590909090908,0.006471361,0.2469135802469136,0.4444444444444444,0.2222222222222221,0.015308642,0.016666667,0,0.057142857,0.4098021080417617,0.2712639171593004,0.026415887,0.4366500601301136,0.5660377358490551,1.017543859649123,0.000615574,0.9789473684210528,0.1052631578947368,"[0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0]",5015,10,-35.33437,4.933336,9,17.57958984,0.8219819819819806,1.1691615471143029,0.00191125,0.2605042016806723,0.9747899159663865,-31.57523,9.355855,-4.611169899,0.4729224000322755,1.3880631876023384,0.5183128767358945
0.3111111111111111,0.011851852,0.3655555555555556,0.007122222,0.083333333,0.018055556,-0.435897436,0.2,0.1194444444444444,0.014614079,0.1396825396825396,0.001917569,0.5203178787157114,0.005118114,0.2172839506172839,0.4444444444444444,0.1955555555555555,0.011140741,0.008333333,0,0.080952381,0.4135227138780489,0.3002200337889463,0.009867931,0.7565385612563594,0.5384615384615364,0.7450980392156864,0.185121107,0.9562043795620438,0.065693431,"[0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",5016,10,-11.022184,-54.29878,3,5.284600257873535,0.619684666,0.8366558908045983,0.23350909748800658,0.24857685009487665,0.9886148007590133,-30.27439,-64.01828,-2.143936118,-1.31561029,-3.769985789,-1.552510897
0.4222222222222222,0.024197531,0.5017989417989417,0.007005904,0.4485714285714285,0.07205805,-0.391941392,0.2,0.077777778,0.010457605,0.085380117,0.000910366,0.6253791061879298,0.006171764,0.1802469135802469,0.3333333333333333,0.1622222222222222,0.006523457,0.066666667,0,0.3,0.4664507882903331,0.3015214065582084,0.009084841,1.3293531278545776,0.4407814407814407,0.7806703178949872,0.1534531129371346,0.9628571428571427,0.054285714,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0]",5017,10,-4.462298,-57.53484,3,12.340852737426758,0.5659569287539878,0.8910147058823533,0.19930065343858142,0.487698987,0.9218523878437048,-12.879405,-67.840515,0.7224639043196336,0.6080993956296306,-2.86843625,-1.343433475
0.2888888888888888,0.025185185,0.4083333333333333,0.013896605,0.3299999999999999,0.1623222222222222,-0.339912281,0.3,0.1333333333333333,0.044760802,0.158974359,0.006711959,0.5029807021622879,0.010929291,0.2296296296296296,0.4444444444444444,0.2066666666666666,0.012844444,0.025,0,0.1238095238095238,0.4173511050169314,0.2816759093094606,0.020658682,0.4625327979512527,0.5131578947368417,1.0536801968619045,0.013005864,0.9513888888888888,0.125,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0]",5018,10,-17.489859,9.0757675,9,14.081870079040527,0.6857041861472932,1.1296549264867235,0.001023994,0.38920454545454547,0.9715909090909091,-17.596476,10.553962,-3.424582404,3.0990279518743256,0.4870717881763198,0.028114358975200992
0.2222222222222222,0.012345679,0.3166666666666667,0.009290123,0,0,-0.619047619,0.4,0.1777777777777777,0.055123457,0.2422222222222222,0.014365432,0.4271869958685815,0.00702561,0.2691358024691357,0.4444444444444444,0.2422222222222221,0.018612346,0,0,0.028571429,0.3566432287797284,0.2953135822072249,0.012789888,0.242095875,1.142857142857142,1.0113318054494524,0.002039351,0.8615384615384616,0.1846153846153846,"[0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5019,10,-74.784744,12.614127,1,14.653554916381836,0.9062872975277061,1.1659451659451658,0.001066114,0.19444444444444445,0.9826388888888888,-53.496326,32.98606,-5.620270082,-0.326815806,-0.93843213,0.32725716834606094
